prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_awardee_duns,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_duns,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_description,prime_award_naics_code,prime_award_naics_description,subaward_type,subaward_report_year,subaward_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount
CONT_IDV_HSHQPD11C00001_7001,HSHQPD11C00001,,4975567.79,9/30/11,2011,70,Department of Homeland Security (DHS),7001,OFFICE OF PROCUREMENT OPERATIONS,70RSAT,SCI  TECH ACQ DIV,70,Department of Homeland Security (DHS),7040,SCIENCE AND TECHNOLOGY,70YSA1,OFF OF THE USCTY FOR SCIENCE  TECH,070-2013/2017-0800-000;070-2014/2018-0800-000;070-2015/2019-0800-000;070-2016/2018-0800-000;070-2017/2018-0800-000;070-2017/2019-0800-000;070-2017/2019-0803-000,070-0800;070-0803,82971578,"PRIMUS SOLUTIONS, INC.",Asrc Primus,76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,6303 IVY LANE STE 130,GREENBELT,MD,,207706322,5,,,Beltsville,MD,,20705,5,USA,UNITED STATES,O&M SUPPORT SERVICES AT PIADC,561210,FACILITIES SUPPORT SERVICES,sub-contract,2017,4,PS6-03-013,204965.37,3/28/17,2017,144126505,"FAIRHAVEN SHIPYARD COMPANIES, INC.",,144126505,"FAIRHAVEN SHIPYARD COMPANIES, INC.",USA,UNITED STATES,50 FORT ST,FAIRHAVEN,MA,,27192866,4,,"Contracts and Grants,For-Profit Organization,S Corporation",,Fairhaven,MA,,2719,4,USA,UNITED STATES,"MS Shahan II- PL
 ",,,,,,,,,,
CONT_AWD_GSQ0015AJ0027_4732_GS00Q09BGD0050_4735,GSQ0015AJ0027,GS00Q09BGD0050,377086030,1/16/15,2015,47,General Services Administration (GSA),4732,FEDERAL ACQUISITION SERVICE,47QFCA,GSA FAS AAS FEDSIM,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N00421,NAVAL AIR WARFARE CENTER AIR DIV,047-X-4534-001,047-4534,965091606,"SMARTRONIX, INC.",,965091606,"SMARTRONIX, INC.",USA,UNITED STATES,44150 SMARTRONIX WAY,HOLLYWOOD,MD,,206363172,5,,,Hollywood,MD,,206363172,5,USA,UNITED STATES,IGF::OT::IGF,541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2018,2,18R12ST1,253545,2/23/18,2018,787647192,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,,217304393,BAE SYSTEMS PLC,USA,UNITED STATES,600 DISTRICT AVE,BURLINGTON,MA,,18035046,6,,"For-Profit Organization,Foreign Owned and Located",,Burlington,MA,,18035046,6,USA,UNITED STATES,"Perform program management, engineering management, and data management required to meet individual order requirements and to accomplish design, integration and testing specified. 
 
 The Subcontractor shall provide program, technical, manufacturing, and engineering liaison management. The subcontractor shall identify a single focal point to interface with the Prime, Government personnel and associate contractors. 
 
 The Subcontractor shall be responsible for establishing configuration management (CM) methods and ensure they are DoD compliant.
 ",Guy H Montminy,824140,Gerard J DeMuro,3063365,Thomas A Arsenault,2012654,Curtis L Gray,1108652,Ian  Graham,1097344
CONT_AWD_DOLETA16C0094_1630_-NONE-_-NONE-,DOLETA16C0094,,7149590,8/30/16,2016,1601,Department of Labor (DOL),1630,EMPLOYMENT AND TRAINING ADMINISTRATION,1630DC,DOL (ETA) OFC OF CONTRACT MGMT,1601,Department of Labor (DOL),1631,OFFICE OF JOB CORPS,1631WE,DOL(JC)- WESTOVER JOB CORPS CENTER,016-2015/2018-0181-000;016-2016/2017-0181-000;016-2016/2019-0181-000;016-2017/2018-0181-000;016-2017/2020-0181-000;016-2018/2019-0181-000,016-0181,807941211,"ALUTIIQ EDUCATION & TRAINING, LLC",,52089695,AFOGNAK NATIVE CORPORATION,USA,UNITED STATES,3909 ARCTIC BLVD STE 500,ANCHORAGE,AK,,995035770,0,,,Chicopee,MA,,10221000,1,USA,UNITED STATES,IGF::OT::IGF WESTOVER BRIDGE CONTRACT,611519,OTHER TECHNICAL AND TRADE SCHOOLS,sub-contract,2018,3,14CMG06645,39750,3/7/18,2018,128226909,B-G MECHANICAL SERVICE INC,,275153401,ENGIE,USA,UNITED STATES,12 2ND AVE,CHICOPEE,MA,,10204625,2,,For-Profit Organization,,Chicopee,MA,,10221063,2,USA,UNITED STATES,Furnish and install a 200 gallon hot water heater with pump,,,,,,,,,,
CONT_AWD_NNA13AB88C_8000_-NONE-_-NONE-,NNA13AB88C,,403400000,7/24/13,2013,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,ARC00,AMES RESEARCH CENTER,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,ARC00,AMES RESEARCH CENTER,080-2015/2020-0130-000;080-2016/2017-0120-000;080-2016/2017-0122-000;080-2016/2017-0126-000;080-2016/2017-0131-000;080-2017/2018-0115-000;080-2017/2018-0120-000;080-2017/2018-0122-000;080-2017/2018-0124-000;080-2017/2018-0126-000;080-2017/2018-0131-000;080-2017/2022-0130-000;080-2018/2019-0115-000;080-2018/2019-0120-000;080-2018/2019-0122-000;080-2018/2019-0124-000;080-2018/2019-0126-000;080-2018/2019-0131-000;080-2019/2020-0115-000;080-2019/2020-0120-000;080-2019/2020-0122-000;080-2019/2020-0124-000;080-2019/2020-0126-000;080-2019/2020-0131-000;080-2019/2021-0122-000;080-2019/2023-0130-000;080-2019/2024-0130-000;080-X-0122-000;080-X-4546-000,080-0115;080-0120;080-0122;080-0124;080-0126;080-0130;080-0131;080-4546,615335937,"ASRC RESEARCH AND TECHNOLOGY SOLUTIONS, LLC",,76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,6303 IVY LANE STE 130,GREENBELT,MD,,207706322,5,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Limited Liability Company,Minority-Owned business,Other than one of the preceding,SBA Certified 8(a) Program Participant,Self-Certified Small Disadvantaged Business",Moffett Field,CA,,940350001,18,USA,UNITED STATES,"IGF::OT::IGF  THE AMES RESEARCH CENTER (ARC) CONSOLIDATED INFORMATION TECHNOLOGY (IT) SERVICES (ACITS) 3 CONTRACT PROVIDES SERVICES IN THE CATEGORIES IT SYSTEMS&GOVERNANCE SUPPORT, IT SECURITY SUPPORT, NETWORK AND COMMUNICATION SYSTEMS&SUPPORT, APPLICATION MANAGEMENT&SUPPORT, SCIENTIFIC COMPUTING SYSTEMS&SUPPORT, INNOVATION AND EMERGING TECHNOLOGIES, AND OUTREACH/INFORMATIONAL SYSTEMS&SUPPORT",541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2015,2,ART886,165000,1/7/15,2015,831852350,KNOWLOGIC SOFTWARE,,,,USA,UNITED STATES,90 ANNAWON AVE,WRENTHAM,MA,,20931443,3,,"Contracts and Grants,For-Profit Organization,S Corporation,Self-Certified Small Disadvantaged Business,Woman-Owned Business",,Wrentham,MA,,20931443,3,USA,UNITED STATES,Create software for Research Flight Control Computer Mark 2,,,,,,,,,,
CONT_AWD_F322_9700_FA873214D0005_9700,F322,FA873214D0005,29329.74,6/11/15,2015,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA4800,FA4800  633 CONS LGCP,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F2QF55,480 ISR WG FM,,,556054591,"FORCE 3, INC.",,556054591,"FORCE 3, INC.",USA,UNITED STATES,2151 PRIEST BRIDGE DR STE 7,CROFTON,MD,,211142478,5,,"Contracts and Grants,For-Profit Organization,Hispanic American Owned,Minority-Owned business",LANGLEY AFB,VA,,236652898,2,USA,UNITED STATES,IGF::OT::IGF EMC NETWORKER MAINTENANCE/SUPPORT RENEWAL,334210,TELEPHONE APPARATUS MANUFACTURING,sub-contract,2015,6,PO-011132,28435.19,6/12/15,2015,97447148,EMC CORPORATION,,97447148,EMC CORPORATION,USA,UNITED STATES,176 SOUTH ST,HOPKINTON,MA,,17482209,3,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,HOPKINTON,MA,,17482209,3,USA,UNITED STATES,To fulfill the Government's purchase order for Maintenance and Support.,,,,,,,,,,
CONT_AWD_NNG13CR48C_8000_-NONE-_-NONE-,NNG13CR48C,,475000000,7/18/13,2013,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080-2014/2015-0122-000;080-2016/2017-0115-000;080-2016/2017-0120-000;080-2016/2017-0122-000;080-2016/2017-0124-000;080-2016/2017-0131-000;080-2017/2018-0115-000;080-2017/2018-0120-000;080-2017/2018-0122-000;080-2017/2018-0124-000;080-2017/2018-0131-000;080-2018/2019-0115-000;080-2018/2019-0120-000;080-2018/2019-0122-000;080-2018/2019-0124-000;080-2018/2019-0131-000;080-2019/2020-0115-000;080-2019/2020-0120-000;080-2019/2020-0122-000;080-2019/2020-0131-000;080-2019/2021-0122-000;080-X-0122-000,080-0115;080-0120;080-0122;080-0124;080-0131,121368299,"AS AND D, INC.",ASRC Management Services,76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,6303 IVY LANE,GREENBELT,MD,Maryland,207701479,5,,,Greenbelt,MD,Maryland,207710003,5,USA,UNITED STATES,"IGF::OT::IGF ELECTRICAL SYSTEMS ENGINEERING SERVICES II (ESES-II) THE PRINCIPAL PURPOSE OF THIS CONTRACT IS TO PROVIDE ELECTRICAL ENGINEERING SUPPORT SERVICES AND RELATED WORK TO THE GODDARD SPACE FLIGHT CENTER'S APPLIED ENGINEERING AND TECHNOLOGY DIRECTORATE (AETD) AND RELATED ORGANIZATIONS, AS REQUIRED, FOR THE STUDY, DESIGN, DEVELOPMENT, FABRICATION, INTEGRATION, TESTING, VERIFICATION, AND OPERATIONS OF SPACE FLIGHT, AIRBORNE, AND GROUND SYSTEM HARDWARE AND SOFTWARE, INCLUDING DEVELOPMENT AND VALIDATION OF NEW TECHNOLOGIES TO ENABLE FUTURE SPACE AND SCIENCE MISSIONS.",541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2018,5,ESE7-00080 0,42780,4/25/18,2018,805254919,DIAMOND USA INC.,,481609733,Diamond SA,USA,UNITED STATES,85 RANGEWAY RD BDG #3,NORTH BILLERICA,MA,Massachusetts,18622105,5,,"For-Profit Organization,Foreign Owned and Located,Manufacturer of Goods",,Billerica,MA,Massachusetts,18622105,5,USA,UNITED STATES,"PACE OCI Flight
 ",,,,,,,,,,
CONT_AWD_W9124311P0054_9700_-NONE-_-NONE-,W9124311P0054,,87580,5/2/11,2011,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W91243,W7NL USPFO ACTIVITY NE ARNG,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W90KK9,PRF W8AN DIR INFO MGMT  DOIM,,,556054591,"FORCE 3, INC.",,556054591,"FORCE 3, INC.",USA,UNITED STATES,2151 PRIEST BRIDGE DR STE 7,CROFTON,MD,,211142478,3,,"Contracts,For-Profit Organization,Hispanic American Owned,Minority-Owned business",crofton,MD,,211142478,3,USA,UNITED STATES,QUOTE 204531,423430,OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,sub-contract,2011,9,65186,50711.25,9/26/11,2011,5284617,"MRV COMMUNICATIONS - BOSTON DIVISION, INC.",MRV COMMMUNICATIONS,192021608,"Mrv Communications, Inc.",USA,UNITED STATES,300 APOLLO DR,CHELMSFORD,MA,,18243629,5,,"Contracts,For-Profit Organization",,chelmsford,MA,,18243629,5,USA,UNITED STATES,Fulfill Army system requirements,,,,,,,,,,
CONT_AWD_0003_9700_N4008513D8009_9700,3,N4008513D8009,1384240,9/26/13,2013,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N32446,PORTSMOUTH NAVAL SHIPYARD,,,3636334,"RICHARD BRADY & ASSOCIATES, INC.",,3636334,"RICHARD BRADY & ASSOCIATES, INC.",USA,UNITED STATES,3710 RUFFIN RD,SAN DIEGO,CA,,921231812,52,,"Contracts and Grants,DoT Certified Disadvantaged Business Enterprise,For-Profit Organization,Hispanic American Owned,Minority-Owned business,S Corporation,Self-Certified Small Disadvantaged Business",KITTERY,ME,,39041411,1,USA,UNITED STATES,"IGF::OT::IGF B337/375 ENREGY PROJECT, PNSY, KITTERY, ME",236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,sub-contract,2014,6,MATLAN.025.003C,46500,3/28/14,2014,8902863,PROGRESSIVE ROOFING INC,,,,USA,UNITED STATES,261 RIVER ST,HAVERHILL,MA,,18325210,5,,"Contracts and Grants,For-Profit Organization",,HAVERHILL ,MA,,18325210,5,USA,UNITED STATES,ROOFING AND SHEETMETAL,,,,,,,,,,
CONT_AWD_0223_9700_W58RGZ12D0089_9700,223,W58RGZ12D0089,2880848,9/26/13,2013,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W90BWX,W1DF AVIATION-MISSILE RDEC,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Minority-Owned business,Native American Owned,SBA Certified 8(a) Joint Venture",Huntsville,AL,,358062801,5,USA,UNITED STATES,OEP 15371,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2013,11,R13PP03020,47880,11/4/13,2014,605283688,SEASCAN INC,,,,USA,UNITED STATES,348 GIFFORD ST UNIT E,FALMOUTH,MA,,25402968,10,,"For-Profit Organization,Grants,Manufacturer of Goods",,FALMOUTH,MA,,25402968,10,USA,UNITED STATES,NAVO EARS MATERIAL,,,,,,,,,,
CONT_AWD_W912DY14F0095_9700_GS06F0605Z_4730,W912DY14F0095,GS06F0605Z,76165910.5,6/17/14,2014,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912DY,W2V6 USA ENG SPT CTR HUNTSVIL,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912DY,W2V6 USA ENG SPT CTR HUNTSVIL,,,829522403,"INUTEQ, LLC",,76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,7000 MUIRKIRK MEADOWS DR STE 100,BELTSVILLE,MD,Maryland,207056351,5,,,Reston,VA,Virginia,220791226,8,USA,UNITED STATES,"IGF::OT::IGF, HIGH PERFORMANCE COMPUTING INTEGRATED TECHNICAL SERVICES RESTRICTED IN SUPPORT OF THE HIGH PERFORMANCE COMPUTING MONDERNIZATION PROGRAM OFFICE",541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2018,12,HTR6-00091 0,80625,11/21/18,2019,11364531,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",,1381284,GENERAL DYNAMICS CORPORATION,USA,UNITED STATES,150 RUSTCRAFT RD,DEDHAM,MA,Massachusetts,20264534,9,,For-Profit Organization,,Dedham,MA,Massachusetts,20264534,9,USA,UNITED STATES,HITS R,WILLIAM W WEISS,995000,MANUEL B MORA,986000,MICHAEL J DIBIASE,969000,JAMES M STOCKDALE,961000,Christopher  Marzilli,2205000
CONT_AWD_SH01_9700_FA805312D0041_9700,SH01,FA805312D0041,233384.88,1/25/13,2013,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA2835,FA2835  AFLCMC HANSCOM PZI,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F2B4AA,USAF CLINIC,,,790975697,"CNI PROFESSIONAL SERVICES, LLC",,70848361,CHICKASAW NATION,USA,UNITED STATES,2600 JOHN SAXON BLVD,NORMAN,OK,,730711166,4,,"Contracts and Grants,For-Profit Organization,Indian Tribe (Federally Recognized),Limited Liability Company,Minority-Owned business,Native American Owned,SBA Certified 8(a) Program Participant,Self-Certified Small Disadvantaged Business,Tribally Owned Firm",Hanscom AFB,MA,,17312100,7,USA,UNITED STATES,PEBLO ASSISTANT SUPPORT SERVICES - BASE,621999,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,sub-contract,2013,2,736-1022-003 Task SH01,37618.56,1/25/13,2013,928859149,SERCO INC.,,298452707,SERCO GROUP PLC,USA,UNITED STATES,1818 LIBRARY ST STE 1000,RESTON,VA,,201906276,8,,"Contracts and Grants,For-Profit Organization",,Hanscom AFB,MA,,17312100,6,USA,UNITED STATES,"The purpose of this position is to serve as an administrative assistant for the Physical Evaluation Board Liaison Officer (PEBLO) in the Medical Evaluation Board (MEB) program, Disability Evaluation System (DES), Temporary Disability Retirement Listings (TDRL) and TRICARE Operations Patient Administration service.  Individual will perform various clerical and administrative duties such as initiation and processing of health care forms, documents, medical documentation and reports used in patient administration.",Bo Durickovic,918521,Harry Gatanas,756928,Michael Plymack,506762,Robert Mutchler,477801,Edward Casey,1057596
CONT_AWD_GSQ0316DS0022_4732_GS00Q09BGD0004_4735,GSQ0316DS0022,GS00Q09BGD0004,57742668.86,3/17/16,2016,47,General Services Administration (GSA),4732,FEDERAL ACQUISITION SERVICE,47QFMA,GSA FAS AAS REGION 3,97,Department of Defense (DOD),9700,DEPT OF DEFENSE,HQ0698,"HQ, US MTM SAS FAO",047-X-4534-001,047-4534,126505833,ABACUS TECHNOLOGY CORPORATION,,126505833,ABACUS TECHNOLOGY CORPORATION,USA,UNITED STATES,"5404 WISCONSIN AVENUE, SUITE 1100",CHEVY CHASE,MD,Maryland,208153573,8,,,Unit 61333 APO,0,,9803,,SA,,"""IGF::OT::IGF""  ESKAN VILLAGE COMMUNICATIONS AND INFORMATION TECHNOLOGY SUPPORT",541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2018,3,PO 2200-02799,103300.6,3/19/18,2018,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,PRESIDIO,80587870,"AP Viii Aegis Holdings, L.P.",USA,UNITED STATES,8161 MAPLE LAWN BLVD STE 150,FULTON,MD,Maryland,207592588,7,,For-Profit Organization,,Woburn,MA,Massachusetts,207592588,7,USA,UNITED STATES,Purchase of Catalyst 2960-X 48 Switch (WS-C2960X-48FPDL++) and Shipping,,,,,,,,,,
CONT_AWD_DOCSB134110SE0959_1341_-NONE-_-NONE-,DOCSB134110SE0959,,225000,9/21/10,2010,13,Department of Commerce (DOC),1341,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,000SB,DEPT OF COMM/NAT INST STAND AND TECHNOL,13,Department of Commerce (DOC),1341,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,000SB,DEPT OF COMM/NAT INST STAND AND TECHNOL,,,780253860,"CIMETRICS, INC",,780253860,"CIMETRICS, INC",USA,UNITED STATES,38 CHAUNCY ST FL 5,BOSTON,MA,,21112330,8,,"Asian-Pacific American Owned,Contracts and Grants,For-Profit Organization,Manufacturer of Goods,Minority-Owned business",Boston,MD,,208990001,8,USA,UNITED STATES,RECOVERY: SMART GRID ENHANCEMENT TO BACNET PROTOCAL,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,sub-contract,2010,10,1,110000,10/1/10,2011,27354001,Kerry Lynn,,27354001,Kerry Lynn,USA,UNITED STATES,164 Maynard Farm Rd,Sudbury,MA,,17761067,5,,,,Sudbury,MA,,17761067,5,USA,UNITED STATES,Subcontractor Kerry Lynn will act in the role of technical leader for NIST contract # SB1341-10-SE-0959 and will assume primary responsibility for completion of all deliverables specified therein.,,,,,,,,,,
CONT_AWD_0136_9700_W58RGZ12D0089_9700,136,W58RGZ12D0089,6792825,5/13/13,2013,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W90BWX,W1DF AVIATION-MISSILE RDEC,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Minority-Owned business,Native American Owned,SBA Certified 8(a) Joint Venture",Huntsville,AL,,358062801,5,USA,UNITED STATES,OEP 14746,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2013,9,R13PP00407,1449962.01,9/23/13,2013,611628595,OCEAN ACOUSTICAL SERVICES AND INSTRUMENTATION SYSTEMS INC,OASIS,,,USA,UNITED STATES,5 MILITIA DR STE 104,LEXINGTON,MA,,24214706,7,,"Contracts and Grants,For-Profit Organization",,LEXINGTON ,MA,,24214706,7,USA,UNITED STATES,"Phase II to procure three additional OTA4.
 
 Change Order 01.",,,,,,,,,,
CONT_AWD_0596_9700_W58RGZ12D0089_9700,596,W58RGZ12D0089,4960040,9/23/16,2016,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,,HUNTSVILLE,AL,,358062801,5,USA,UNITED STATES,"IGF::OT::IGF PROVIDE FORTY-FIVE (45) AURS MK112 MOD2S, FORTY-FIVE (45) AURS MK112 MOD2S CA 717 CABLE ASSEMBLIES, FIVE (5) DYNAMIC LOAD BACK CONTROLLERS (DLBC), AND TEN (10) VPT CABLES. THIS SOW ALSO DEFINES AN OPTION FOR AN ADDITIONAL FORTY-FIVE (45) AURS MK112 MOD2S AND FORTY-FIVE (45) AURS MK112 MOD2S CA 717 CABLE ASSEMBLIES.",336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2018,4,R17PP01765,157310.54,5/24/17,2017,148539203,"AIRBORN ELECTRONICS, INC.",AESCO MANUFACTURING SERVICES,41070749,"AIRBORN ELECTRONICS, INC.",USA,UNITED STATES,355 CONSTITUTION DR,TAUNTON,MA,,27807355,4,,"For-Profit Organization,Manufacturer of Goods",,Taunton,MA,,27807355,4,USA,UNITED STATES,Materials in support of the RDS contract.,,,,,,,,,,
CONT_AWD_0596_9700_W58RGZ12D0089_9700,596,W58RGZ12D0089,4960040,9/23/16,2016,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,,HUNTSVILLE,AL,,358062801,5,USA,UNITED STATES,"IGF::OT::IGF PROVIDE FORTY-FIVE (45) AURS MK112 MOD2S, FORTY-FIVE (45) AURS MK112 MOD2S CA 717 CABLE ASSEMBLIES, FIVE (5) DYNAMIC LOAD BACK CONTROLLERS (DLBC), AND TEN (10) VPT CABLES. THIS SOW ALSO DEFINES AN OPTION FOR AN ADDITIONAL FORTY-FIVE (45) AURS MK112 MOD2S AND FORTY-FIVE (45) AURS MK112 MOD2S CA 717 CABLE ASSEMBLIES.",336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2018,4,R17PP01765,1404.75,6/1/17,2017,148539203,"AIRBORN ELECTRONICS, INC.",AESCO MANUFACTURING SERVICES,41070749,"AIRBORN ELECTRONICS, INC.",USA,UNITED STATES,355 CONSTITUTION DR,TAUNTON,MA,,27807355,4,,"For-Profit Organization,Manufacturer of Goods",,Taunton,MA,,27807355,4,USA,UNITED STATES,Materials in support of the RDS contract.,,,,,,,,,,
CONT_AWD_0596_9700_W58RGZ12D0089_9700,596,W58RGZ12D0089,4960040,9/23/16,2016,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,,HUNTSVILLE,AL,,358062801,5,USA,UNITED STATES,"IGF::OT::IGF PROVIDE FORTY-FIVE (45) AURS MK112 MOD2S, FORTY-FIVE (45) AURS MK112 MOD2S CA 717 CABLE ASSEMBLIES, FIVE (5) DYNAMIC LOAD BACK CONTROLLERS (DLBC), AND TEN (10) VPT CABLES. THIS SOW ALSO DEFINES AN OPTION FOR AN ADDITIONAL FORTY-FIVE (45) AURS MK112 MOD2S AND FORTY-FIVE (45) AURS MK112 MOD2S CA 717 CABLE ASSEMBLIES.",336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2018,4,R17PP02470,66537.6,7/25/17,2017,804407653,"DESIGN MARK INDUSTRIES,INC.",DESIGN MARK,804407653,"DESIGN MARK INDUSTRIES,INC.",USA,UNITED STATES,3 KENDRICK RD,WAREHAM,MA,,25711077,4,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods,S Corporation",,Wareham,MA,,25711077,4,USA,UNITED STATES,Materials in support of the RDS contract.,,,,,,,,,,
